# HELP kube_certificatesigningrequest_labels Kubernetes labels converted to Prometheus labels.
# TYPE kube_certificatesigningrequest_labels gauge
# HELP kube_certificatesigningrequest_created Unix creation timestamp
# TYPE kube_certificatesigningrequest_created gauge
# HELP kube_certificatesigningrequest_condition The number of each certificatesigningrequest condition
# TYPE kube_certificatesigningrequest_condition gauge
# HELP kube_certificatesigningrequest_cert_length Length of the issued cert
# TYPE kube_certificatesigningrequest_cert_length gauge
# HELP kube_configmap_info Information about configmap.
# TYPE kube_configmap_info gauge
kube_configmap_created{namespace="cattle-prometheus-p-jp9wq",configmap="grafana-project-monitoring-nginx"} 1.620806978e+09
kube_configmap_created{namespace="launcher",configmap="launcher-settings"} 1.60974769e+09
kube_configmap_created{namespace="forethought-webclient",configmap="management-web-config"} 1.61891366e+09
kube_configmap_created{namespace="launcher",configmap="setting-yaml"} 1.617783629e+09
kube_configmap_created{namespace="cattle-prometheus",configmap="operator-init-cluster-monitoring"} 1.620807082e+09
kube_configmap_created{namespace="func2",configmap="requirements-config"} 1.61891366e+09
kube_configmap_created{namespace="kube-system",configmap="tcp-services"} 1.609748168e+09
kube_configmap_created{namespace="func2",configmap="user-config"} 1.61891366e+09
kube_configmap_created{namespace="forethought-kodo",configmap="kodo-inner"} 1.61891366e+09
kube_configmap_created{namespace="kube-system",configmap="ingress-controller-leader-nginx"} 1.609748186e+09
kube_configmap_created{namespace="cattle-prometheus",configmap="operator-init-monitoring-operator"} 1.620806979e+09
kube_configmap_created{namespace="middleware",configmap="message-desk-worker"} 1.61891366e+09
kube_configmap_created{namespace="cattle-prometheus-p-jp9wq",configmap="prometheus-project-monitoring-nginx"} 1.620806978e+09
kube_configmap_created{namespace="forethought-core",configmap="static-resource-nginx"} 1.61891366e+09
kube_configmap_created{namespace="cattle-prometheus",configmap="monitoring-operator.v1"} 1.620806978e+09
kube_configmap_created{namespace="forethought-kodo",configmap="kodo-x"} 1.61891366e+09
kube_configmap_created{namespace="forethought-core",configmap="core"} 1.61891366e+09
kube_configmap_created{namespace="cattle-prometheus",configmap="monitoring-operator.v3"} 1.620807081e+09
kube_configmap_created{namespace="forethought-kodo",configmap="kodo-nginx"} 1.61891366e+09
kube_configmap_created{namespace="launcher",configmap="k8s-config"} 1.609747731e+09
kube_configmap_created{namespace="func",configmap="func-inner-config"} 1.61891366e+09
kube_configmap_created{namespace="cattle-prometheus-p-jp9wq",configmap="grafana-project-monitoring-provisionings"} 1.620806978e+09
kube_configmap_created{namespace="middleware",configmap="redis-config"} 1.60975051e+09
kube_configmap_created{namespace="forethought-webclient",configmap="management-nginx-config"} 1.61891366e+09
kube_configmap_created{namespace="kube-system",configmap="extension-apiserver-authentication"} 1.609741609e+09
kube_configmap_created{namespace="kube-system",configmap="kube-flannel-cfg"} 1.609742641e+09
kube_configmap_created{namespace="forethought-kodo",configmap="kodo"} 1.61891366e+09
kube_configmap_created{namespace="cattle-prometheus-p-jp9wq",configmap="prometheus-project-monitoring-rulefiles-0"} 1.620807034e+09
# HELP kube_configmap_metadata_resource_version Resource version representing a specific version of the configmap.
# TYPE kube_configmap_metadata_resource_version gauge
kube_configmap_metadata_resource_version{namespace="forethought-webclient",configmap="management-nginx-config"} 2.694463e+07
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="extension-apiserver-authentication"} 22
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="kube-flannel-cfg"} 2723
kube_configmap_metadata_resource_version{namespace="forethought-kodo",configmap="kodo"} 2.6944631e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus-p-jp9wq",configmap="prometheus-project-monitoring-rulefiles-0"} 3.2502863e+07
kube_configmap_metadata_resource_version{namespace="kube-public",configmap="cluster-info"} 255456
kube_configmap_metadata_resource_version{namespace="cattle-prometheus-p-jp9wq",configmap="project-monitoring.v1"} 3.2502518e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="cluster-monitoring.v2"} 3.2503432e+07
kube_configmap_metadata_resource_version{namespace="func",configmap="func-config"} 2.6944636e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="prometheus-cluster-monitoring-nginx"} 3.2503117e+07
kube_configmap_metadata_resource_version{namespace="forethought-webclient",configmap="front-web-config"} 2.6944627e+07
kube_configmap_metadata_resource_version{namespace="forethought-kodo",configmap="kodo-ws"} 2.6944635e+07
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="kube-proxy"} 200
kube_configmap_metadata_resource_version{namespace="cattle-prometheus-p-jp9wq",configmap="grafana-istio-project-monitoring-dashboards"} 3.2502479e+07
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="udp-services"} 18911
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="nginx-configuration"} 18909
kube_configmap_metadata_resource_version{namespace="func",configmap="func-worker-config"} 2.6944638e+07
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="kubelet-config-1.19"} 164
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="grafana-cluster-monitoring-nginx"} 3.2503118e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="prometheus-cluster-monitoring-rulefiles-0"} 3.250325e+07
kube_configmap_metadata_resource_version{namespace="utils",configmap="dataway-license"} 2.6944644e+07
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="coredns"} 192
kube_configmap_metadata_resource_version{namespace="utils",configmap="data-warehouse-config"} 2.6944645e+07
kube_configmap_metadata_resource_version{namespace="forethought-webclient",configmap="front-nginx-config"} 2.6944628e+07
kube_configmap_metadata_resource_version{namespace="forethought-inner-app",configmap="trigger-conf"} 2.6944626e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="grafana-istio-cluster-monitoring-dashboards"} 3.2503119e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="cluster-monitoring.v1"} 3.2503431e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus-p-jp9wq",configmap="grafana-project-monitoring-dashboards"} 3.2502478e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="grafana-cluster-monitoring-provisionings"} 3.2503116e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="grafana-cluster-monitoring-dashboards"} 3.250312e+07
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="kubeadm-config"} 161
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="monitoring-operator.v2"} 3.2503342e+07
kube_configmap_metadata_resource_version{namespace="middleware",configmap="message-desk"} 2.6944641e+07
kube_configmap_metadata_resource_version{namespace="utils",configmap="dataway-config"} 2.6944643e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus-p-jp9wq",configmap="grafana-project-monitoring-nginx"} 3.2502477e+07
kube_configmap_metadata_resource_version{namespace="launcher",configmap="launcher-settings"} 17418
kube_configmap_metadata_resource_version{namespace="forethought-webclient",configmap="management-web-config"} 2.6944629e+07
kube_configmap_metadata_resource_version{namespace="launcher",configmap="setting-yaml"} 3.2961779e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="operator-init-cluster-monitoring"} 3.2503121e+07
kube_configmap_metadata_resource_version{namespace="func2",configmap="requirements-config"} 2.694464e+07
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="tcp-services"} 18910
kube_configmap_metadata_resource_version{namespace="func2",configmap="user-config"} 2.6944639e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="monitoring-operator.v1"} 3.2502995e+07
kube_configmap_metadata_resource_version{namespace="forethought-kodo",configmap="kodo-inner"} 2.6944632e+07
kube_configmap_metadata_resource_version{namespace="kube-system",configmap="ingress-controller-leader-nginx"} 3.3010594e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="operator-init-monitoring-operator"} 3.2502525e+07
kube_configmap_metadata_resource_version{namespace="middleware",configmap="message-desk-worker"} 2.6944642e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus-p-jp9wq",configmap="prometheus-project-monitoring-nginx"} 3.2502475e+07
kube_configmap_metadata_resource_version{namespace="forethought-core",configmap="static-resource-nginx"} 2.6944625e+07
kube_configmap_metadata_resource_version{namespace="forethought-kodo",configmap="kodo-x"} 2.6944633e+07
kube_configmap_metadata_resource_version{namespace="forethought-core",configmap="core"} 2.6944624e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus",configmap="monitoring-operator.v3"} 3.2503343e+07
kube_configmap_metadata_resource_version{namespace="forethought-kodo",configmap="kodo-nginx"} 2.6944634e+07
kube_configmap_metadata_resource_version{namespace="launcher",configmap="k8s-config"} 17538
kube_configmap_metadata_resource_version{namespace="func",configmap="func-inner-config"} 2.6944637e+07
kube_configmap_metadata_resource_version{namespace="cattle-prometheus-p-jp9wq",configmap="grafana-project-monitoring-provisionings"} 3.2502476e+07
kube_configmap_metadata_resource_version{namespace="middleware",configmap="redis-config"} 25929
# HELP kube_cronjob_labels Kubernetes labels converted to Prometheus labels.
# TYPE kube_cronjob_labels gauge
# HELP kube_cronjob_info Info about cronjob.
# TYPE kube_cronjob_info gauge
# HELP kube_cronjob_created Unix creation timestamp
# TYPE kube_cronjob_created gauge
# HELP kube_cronjob_status_active Active holds pointers to currently running jobs.
# TYPE kube_cronjob_status_active gauge
# HELP kube_cronjob_status_last_schedule_time LastScheduleTime keeps information of when was the last time the job was successfully scheduled.
# TYPE kube_cronjob_status_last_schedule_time gauge
# HELP kube_cronjob_spec_suspend Suspend flag tells the controller to suspend subsequent executions.
# TYPE kube_cronjob_spec_suspend gauge
# HELP kube_cronjob_spec_starting_deadline_seconds Deadline in seconds for starting the job if it misses scheduled time for any reason.
# TYPE kube_cronjob_spec_starting_deadline_seconds gauge
# HELP kube_cronjob_next_schedule_time Next time the cronjob should be scheduled. The time after lastScheduleTime, or after the cron job's creation time if it's never been scheduled. Use this to determine if the job is delayed.
# TYPE kube_cronjob_next_schedule_time gauge
# HELP kube_daemonset_created Unix creation timestamp
# TYPE kube_daemonset_created gauge
kube_daemonset_created{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 1.620807082e+09
kube_daemonset_created{namespace="cattle-system",daemonset="cattle-node-agent"} 1.616990416e+09
kube_daemonset_created{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 1.609742641e+09
kube_daemonset_created{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 1.609742641e+09
kube_daemonset_created{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 1.609742641e+09
kube_daemonset_created{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 1.609742641e+09
kube_daemonset_created{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 1.609742641e+09
kube_daemonset_created{namespace="kube-system",daemonset="kube-proxy"} 1.609741612e+09
# HELP kube_daemonset_status_current_number_scheduled The number of nodes running at least one daemon pod and are supposed to.
# TYPE kube_daemonset_status_current_number_scheduled gauge
kube_daemonset_status_current_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 0
kube_daemonset_status_current_number_scheduled{namespace="kube-system",daemonset="kube-proxy"} 2
kube_daemonset_status_current_number_scheduled{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 2
kube_daemonset_status_current_number_scheduled{namespace="cattle-system",daemonset="cattle-node-agent"} 2
kube_daemonset_status_current_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 2
kube_daemonset_status_current_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 0
kube_daemonset_status_current_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 0
kube_daemonset_status_current_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 0
# HELP kube_daemonset_status_desired_number_scheduled The number of nodes that should be running the daemon pod.
# TYPE kube_daemonset_status_desired_number_scheduled gauge
kube_daemonset_status_desired_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 0
kube_daemonset_status_desired_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 0
kube_daemonset_status_desired_number_scheduled{namespace="kube-system",daemonset="kube-proxy"} 2
kube_daemonset_status_desired_number_scheduled{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 2
kube_daemonset_status_desired_number_scheduled{namespace="cattle-system",daemonset="cattle-node-agent"} 2
kube_daemonset_status_desired_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 2
kube_daemonset_status_desired_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 0
kube_daemonset_status_desired_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 0
# HELP kube_daemonset_status_number_available The number of nodes that should be running the daemon pod and have one or more of the daemon pod running and available
# TYPE kube_daemonset_status_number_available gauge
kube_daemonset_status_number_available{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 0
kube_daemonset_status_number_available{namespace="kube-system",daemonset="kube-proxy"} 2
kube_daemonset_status_number_available{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 2
kube_daemonset_status_number_available{namespace="cattle-system",daemonset="cattle-node-agent"} 2
kube_daemonset_status_number_available{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 2
kube_daemonset_status_number_available{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 0
kube_daemonset_status_number_available{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 0
kube_daemonset_status_number_available{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 0
# HELP kube_daemonset_status_number_misscheduled The number of nodes running a daemon pod but are not supposed to.
# TYPE kube_daemonset_status_number_misscheduled gauge
kube_daemonset_status_number_misscheduled{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 0
kube_daemonset_status_number_misscheduled{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 0
kube_daemonset_status_number_misscheduled{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 0
kube_daemonset_status_number_misscheduled{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 0
kube_daemonset_status_number_misscheduled{namespace="kube-system",daemonset="kube-proxy"} 0
kube_daemonset_status_number_misscheduled{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 0
kube_daemonset_status_number_misscheduled{namespace="cattle-system",daemonset="cattle-node-agent"} 0
kube_daemonset_status_number_misscheduled{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 0
# HELP kube_daemonset_status_number_ready The number of nodes that should be running the daemon pod and have one or more of the daemon pod running and ready.
# TYPE kube_daemonset_status_number_ready gauge
kube_daemonset_status_number_ready{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 0
kube_daemonset_status_number_ready{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 0
kube_daemonset_status_number_ready{namespace="kube-system",daemonset="kube-proxy"} 2
kube_daemonset_status_number_ready{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 2
kube_daemonset_status_number_ready{namespace="cattle-system",daemonset="cattle-node-agent"} 2
kube_daemonset_status_number_ready{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 2
kube_daemonset_status_number_ready{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 0
kube_daemonset_status_number_ready{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 0
# HELP kube_daemonset_status_number_unavailable The number of nodes that should be running the daemon pod and have none of the daemon pod running and available
# TYPE kube_daemonset_status_number_unavailable gauge
kube_daemonset_status_number_unavailable{namespace="cattle-system",daemonset="cattle-node-agent"} 0
kube_daemonset_status_number_unavailable{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 0
kube_daemonset_status_number_unavailable{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 0
kube_daemonset_status_number_unavailable{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 0
kube_daemonset_status_number_unavailable{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 0
kube_daemonset_status_number_unavailable{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 0
kube_daemonset_status_number_unavailable{namespace="kube-system",daemonset="kube-proxy"} 0
kube_daemonset_status_number_unavailable{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 0
# HELP kube_daemonset_updated_number_scheduled The total number of nodes that are running updated daemon pod
# TYPE kube_daemonset_updated_number_scheduled gauge
kube_daemonset_updated_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 2
kube_daemonset_updated_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 0
kube_daemonset_updated_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 0
kube_daemonset_updated_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 0
kube_daemonset_updated_number_scheduled{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 0
kube_daemonset_updated_number_scheduled{namespace="kube-system",daemonset="kube-proxy"} 2
kube_daemonset_updated_number_scheduled{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 2
kube_daemonset_updated_number_scheduled{namespace="cattle-system",daemonset="cattle-node-agent"} 2
# HELP kube_daemonset_metadata_generation Sequence number representing a specific generation of the desired state.
# TYPE kube_daemonset_metadata_generation gauge
kube_daemonset_metadata_generation{namespace="cattle-system",daemonset="cattle-node-agent"} 2
kube_daemonset_metadata_generation{namespace="kube-system",daemonset="kube-flannel-ds-amd64"} 1
kube_daemonset_metadata_generation{namespace="kube-system",daemonset="kube-flannel-ds-arm"} 1
kube_daemonset_metadata_generation{namespace="kube-system",daemonset="kube-flannel-ds-arm64"} 1
kube_daemonset_metadata_generation{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le"} 1
kube_daemonset_metadata_generation{namespace="kube-system",daemonset="kube-flannel-ds-s390x"} 1
kube_daemonset_metadata_generation{namespace="kube-system",daemonset="kube-proxy"} 1
kube_daemonset_metadata_generation{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring"} 1
# HELP kube_daemonset_labels Kubernetes labels converted to Prometheus labels.
# TYPE kube_daemonset_labels gauge
kube_daemonset_labels{namespace="kube-system",daemonset="kube-flannel-ds-arm64",label_app="flannel",label_tier="node"} 1
kube_daemonset_labels{namespace="kube-system",daemonset="kube-flannel-ds-ppc64le",label_app="flannel",label_tier="node"} 1
kube_daemonset_labels{namespace="kube-system",daemonset="kube-flannel-ds-s390x",label_app="flannel",label_tier="node"} 1
kube_daemonset_labels{namespace="kube-system",daemonset="kube-proxy",label_k8s_app="kube-proxy"} 1
kube_daemonset_labels{namespace="cattle-prometheus",daemonset="exporter-node-cluster-monitoring",label_app="exporter-node",label_chart="exporter-node-0.0.1",label_heritage="Tiller",label_io_cattle_field_appId="cluster-monitoring",label_release="cluster-monitoring"} 1
kube_daemonset_labels{namespace="cattle-system",daemonset="cattle-node-agent"} 1
kube_daemonset_labels{namespace="kube-system",daemonset="kube-flannel-ds-amd64",label_app="flannel",label_tier="node"} 1
kube_daemonset_labels{namespace="kube-system",daemonset="kube-flannel-ds-arm",label_app="flannel",label_tier="node"} 1
# HELP kube_deployment_created Unix creation timestamp
# TYPE kube_deployment_created gauge
kube_deployment_created{namespace="forethought-kodo",deployment="kodo"} 1.618913663e+09
kube_deployment_created{namespace="func2",deployment="server"} 1.618913664e+09
kube_deployment_created{namespace="kube-system",deployment="metrics-server"} 1.620978253e+09
kube_deployment_created{namespace="forethought-kodo",deployment="kodo-x"} 1.618913663e+09
kube_deployment_created{namespace="forethought-kodo",deployment="kodo-nginx"} 1.618913663e+09
kube_deployment_created{namespace="func2",deployment="server-inner"} 1.618913664e+09
kube_deployment_created{namespace="kube-system",deployment="coredns"} 1.609741612e+09
kube_deployment_created{namespace="utils",deployment="internal-dataway"} 1.618913664e+09
kube_deployment_created{namespace="middleware",deployment="elasticsearch"} 1.609752173e+09
kube_deployment_created{namespace="forethought-core",deployment="static-resource-nginx"} 1.618913663e+09
kube_deployment_created{namespace="func2",deployment="worker-0"} 1.618913664e+09
kube_deployment_created{namespace="middleware",deployment="nsqd"} 1.618913664e+09
